     PKT_No. 	    TimeStamp 	    ax(m/s^2) 	    ay(m/s^2) 	    az(m/s^2) 	    gx(rad/s) 	    gy(rad/s) 	    gz(rad/s) 
        10817 	       11.184 	        -0.01 	         0.38 	         9.89 	         0.00 	         0.00 	         0.00 
        10818 	       11.200 	        -0.01 	         0.35 	         9.85 	         0.00 	         0.00 	         0.00 
        10819 	       11.216 	         0.04 	         0.39 	         9.87 	         0.00 	        -0.01 	         0.00 
        10820 	       11.232 	         0.04 	         0.36 	         9.85 	        -0.00 	         0.01 	         0.00 
        10821 	       11.248 	        -0.04 	         0.37 	         9.85 	         0.01 	        -0.00 	         0.00 
        10822 	       11.264 	        -0.00 	         0.41 	         9.85 	         0.00 	        -0.00 	         0.00 
        10823 	       11.280 	        -0.01 	         0.33 	         9.85 	        -0.01 	         0.01 	         0.00 
        10824 	       11.296 	         0.04 	         0.32 	         9.84 	         0.01 	        -0.01 	        -0.00 
        10825 	       11.312 	         0.02 	         0.38 	         9.88 	         0.00 	         0.00 	         0.00 
        10826 	       11.328 	         0.00 	         0.37 	         9.84 	         0.00 	         0.01 	         0.00 
        10827 	       11.344 	        -0.01 	         0.37 	         9.88 	         0.00 	        -0.00 	         0.00 
        10828 	       11.360 	        -0.02 	         0.40 	         9.86 	         0.01 	        -0.00 	         0.00 
        10829 	       11.376 	         0.03 	         0.35 	         9.84 	        -0.00 	         0.01 	         0.00 
        10830 	       11.392 	         0.02 	         0.36 	         9.86 	         0.01 	        -0.00 	        -0.00 
        10831 	       11.408 	         0.01 	         0.37 	         9.89 	        -0.00 	        -0.00 	         0.00 
        10832 	       11.424 	         0.03 	         0.38 	         9.89 	        -0.00 	         0.00 	         0.00 
        10833 	       11.440 	         0.02 	         0.39 	         9.84 	         0.00 	         0.00 	         0.00 
        10834 	       11.456 	         0.02 	         0.34 	         9.87 	         0.00 	        -0.00 	         0.00 
        10835 	       11.472 	         0.02 	         0.38 	         9.82 	         0.00 	         0.00 	         0.00 
        10836 	       11.488 	         0.03 	         0.34 	         9.91 	         0.00 	         0.00 	         0.00 
        10837 	       11.504 	         0.00 	         0.39 	         9.85 	         0.01 	        -0.00 	         0.00 
        10838 	       11.520 	         0.01 	         0.41 	         9.88 	         0.00 	         0.00 	         0.00 
        10839 	       11.536 	         0.02 	         0.36 	         9.85 	         0.00 	        -0.00 	         0.00 
        10840 	       11.552 	        -0.02 	         0.34 	         9.85 	        -0.00 	        -0.00 	         0.00 
        10841 	       11.568 	         0.02 	         0.37 	         9.84 	         0.00 	        -0.00 	        -0.00 
        10842 	       11.584 	         0.04 	         0.38 	         9.86 	        -0.00 	         0.00 	         0.00 
        10843 	       11.600 	        -0.00 	         0.37 	         9.89 	         0.00 	         0.00 	         0.00 
        10844 	       11.616 	         0.00 	         0.39 	         9.86 	         0.01 	        -0.00 	         0.00 
        10845 	       11.632 	         0.01 	         0.32 	         9.83 	        -0.00 	         0.01 	         0.00 
        10846 	       11.648 	         0.01 	         0.35 	         9.86 	         0.01 	        -0.00 	         0.00 
        10847 	       11.664 	        -0.03 	         0.36 	         9.88 	        -0.00 	         0.00 	         0.00 
        10848 	       11.680 	        -0.02 	         0.39 	         9.89 	        -0.00 	        -0.00 	         0.00 
        10849 	       11.696 	         0.01 	         0.37 	         9.86 	        -0.00 	        -0.00 	        -0.00 
        10850 	       11.712 	         0.02 	         0.40 	         9.87 	         0.00 	        -0.00 	         0.00 
        10851 	       11.728 	         0.03 	         0.38 	         9.87 	        -0.00 	        -0.00 	         0.00 
        10852 	       11.744 	         0.01 	         0.36 	         9.86 	        -0.00 	         0.00 	         0.00 
        10853 	       11.760 	         0.03 	         0.35 	         9.88 	         0.00 	        -0.00 	         0.00 
        10854 	       11.776 	         0.02 	         0.38 	         9.86 	         0.01 	         0.01 	         0.00 
        10855 	       11.792 	         0.04 	         0.39 	         9.87 	         0.00 	         0.00 	         0.00 
        10856 	       11.808 	        -0.03 	         0.35 	         9.86 	         0.00 	         0.00 	         0.00 
        10857 	       11.824 	         0.02 	         0.41 	         9.87 	         0.00 	        -0.01 	         0.00 
        10858 	       11.840 	         0.01 	         0.39 	         9.86 	        -0.01 	         0.01 	         0.00 
        10859 	       11.856 	        -0.01 	         0.38 	         9.86 	         0.00 	        -0.01 	         0.00 
        10860 	       11.872 	         0.04 	         0.37 	         9.85 	        -0.00 	         0.00 	         0.00 
        10861 	       11.888 	         0.03 	         0.32 	         9.83 	         0.00 	         0.01 	         0.00 
        10862 	       11.904 	         0.04 	         0.34 	         9.82 	        -0.00 	        -0.01 	         0.00 
        10863 	       11.920 	         0.02 	         0.35 	         9.90 	         0.00 	         0.00 	         0.00 
        10864 	       11.936 	        -0.01 	         0.36 	         9.84 	         0.00 	         0.00 	         0.00 
        10865 	       11.952 	         0.02 	         0.38 	         9.90 	         0.00 	        -0.01 	         0.00 
        10866 	       11.968 	         0.03 	         0.38 	         9.85 	        -0.00 	         0.01 	         0.00 
        10867 	       11.984 	         0.00 	         0.37 	         9.85 	         0.00 	        -0.00 	         0.00 
        10868 	       12.000 	         0.04 	         0.38 	         9.87 	         0.00 	        -0.00 	         0.00 
        10869 	       12.016 	         0.01 	         0.35 	         9.82 	        -0.01 	         0.01 	         0.00 
        10870 	       12.032 	         0.04 	         0.39 	         9.85 	         0.01 	        -0.01 	        -0.00 
        10871 	       12.048 	         0.03 	         0.38 	         9.85 	        -0.00 	         0.01 	         0.00 
        10872 	       12.064 	         0.01 	         0.36 	         9.85 	        -0.00 	        -0.00 	         0.00 
        10873 	       12.080 	         0.02 	         0.36 	         9.89 	         0.00 	         0.00 	         0.00 
        10874 	       12.096 	        -0.25 	         0.30 	         9.58 	         0.02 	        -0.08 	        -0.01 
        10875 	       12.112 	         0.81 	         0.49 	        10.32 	         0.18 	        -0.79 	        -0.11 
        10876 	       12.128 	        -0.53 	         0.24 	         9.28 	         0.02 	        -0.20 	        -0.02 
        10877 	       12.144 	         0.05 	         0.37 	         9.73 	        -0.01 	        -0.04 	         0.00 
        10878 	       12.160 	        -0.59 	         0.92 	         9.56 	        -0.09 	        -0.02 	         0.13 
        10879 	       12.176 	        -0.03 	         0.51 	         9.79 	        -0.02 	         0.04 	         0.39 
        10880 	       12.192 	         0.23 	         0.31 	        10.10 	        -0.02 	         0.03 	         0.24 
        10881 	       12.208 	         0.58 	         0.37 	         9.85 	         0.03 	         0.01 	         0.04 
        10882 	       12.224 	         0.12 	         0.38 	         9.86 	         0.02 	         0.01 	        -0.01 
        10883 	       12.240 	         0.16 	         0.30 	         9.86 	        -0.00 	         0.01 	        -0.01 
        10884 	       12.256 	         0.25 	         0.22 	         9.66 	        -0.04 	         0.03 	         0.08 
        10885 	       12.272 	         0.06 	         0.32 	        10.01 	        -0.02 	         0.01 	         0.02 
        10886 	       12.288 	         0.13 	         0.28 	         9.86 	         0.02 	         0.03 	         0.08 
        10887 	       12.304 	         0.15 	         0.68 	         9.88 	        -0.02 	         0.13 	         0.08 
        10888 	       12.320 	         0.30 	         0.53 	        10.01 	        -0.06 	         0.28 	         0.06 
        10889 	       12.336 	         0.14 	         0.29 	        10.02 	        -0.14 	         0.52 	         0.08 
        10890 	       12.352 	         0.12 	         0.33 	        10.10 	        -0.20 	         0.76 	         0.11 
        10891 	       12.368 	        -0.96 	         0.30 	        10.20 	        -0.31 	         1.18 	         0.01 
        10892 	       12.384 	         0.18 	         0.24 	         9.88 	        -0.41 	         1.49 	         0.03 
        10893 	       12.400 	        -0.66 	         0.09 	         9.83 	        -0.38 	         1.40 	         0.23 
        10894 	       12.416 	        -1.06 	         0.12 	         9.84 	        -0.37 	         1.53 	         0.18 
        10895 	       12.432 	        -0.82 	        -0.25 	         9.80 	         0.11 	         1.29 	        -0.25 
        10896 	       12.448 	        -1.79 	         0.84 	        10.12 	        -0.41 	         1.54 	        -0.18 
        10897 	       12.464 	        -1.30 	         0.23 	         9.83 	        -0.48 	         1.59 	        -0.51 
        10898 	       12.480 	        -2.28 	         0.28 	         9.83 	        -0.49 	         1.79 	        -0.78 
        10899 	       12.496 	        -1.58 	        -0.84 	         9.64 	        -0.55 	         1.78 	        -0.42 
        10900 	       12.512 	        -2.12 	        -0.48 	         9.26 	         0.04 	         1.58 	        -0.19 
        10901 	       12.528 	        -2.37 	        -0.82 	         9.14 	         0.04 	         1.36 	        -0.08 
        10902 	       12.544 	        -3.03 	        -0.17 	         9.36 	         0.15 	         1.00 	        -0.02 
        10903 	       12.560 	        -2.71 	        -0.34 	         9.53 	         0.01 	         1.03 	        -0.05 
